comment_body,id,idx,n_agree,n_disagree,percentage
"我看網路媒體的時間，比看電視台、紙本媒體加起來的時間還多。",1,3,36,0,100
"網路上看電視新聞（人數上升），跟傳統電視機（人數下降），有一天會呈現死亡交叉。",2,22,22,0,100
"我願意用協助推廣、貢獻內容的方式，來支持喜歡的節目。",3,10,36,1,97.29
"我覺得新媒體使我們能接觸的觀點比之前更多元、客觀",4,15,32,2,94.11
"傳統媒體即大眾媒體，只能傳達單一價值，而新媒體利用網路的力量將分眾的概念強化，即使是弱小的聲音也能擴散",5,27,13,1,92.85
"我願意用小額贊助的方式，來支持喜歡的節目。",6,7,34,3,91.89
"我收看直播時，喜歡和其他觀眾、主持人互動。",7,1,30,3,90.9
"我喜歡端傳媒！",8,11,19,2,90.47
"我覺得「不分頭銜、階級，都有平等的發言權」是網路時代的新思維。",9,6,36,4,90
"我認為台灣要經營新媒體不是依樣畫葫蘆(如:NETFLIX/YOUTUBE)，而是找到新的切入點(如:不知道)",10,25,17,2,89.47
"新媒體能夠帶動主流媒體的報導。（例如大暴龍　苗栗大埔 怪手入侵農田　的影片）",11,20,20,3,86.95
"我願意參與活動、購買周邊產品，來支持喜歡的節目。",12,8,26,4,86.66
"我覺得台灣網路媒體的報導質量及深度已超越傳統媒體(電視新聞台)",13,13,29,5,85.29
"新媒體應該更系統地去整理並統整多元論點，並且一目了然",14,26,11,2,84.61
"我覺得媒體的使命是傳達訊息、創造意義，點擊、獲利都只是工具。",15,5,25,6,80.64
"新媒體能夠呈現社會多元觀點，傳統媒體無法兼顧小眾主題。",16,19,20,6,76.92
"我認為媒體的應該要中立",17,16,25,8,75.75
"我認為過多的直播公司加入市場，造成大量粗糙爛製的內容出現，反而降低了閱聽大眾對於直播產業的想像與觀賞體驗....",18,28,11,4,73.33
"我覺得「操作基本盤、激化對立」屬於舊時代的思維。",19,4,19,9,67.85
"我在網路上分享過自己錄製或直播的影音。",20,0,20,10,66.66
"我認為直播內容有一個不穩定因子是「時效性」，錯過直播時段的播出後，回去觀看直播影片的動力與期待就會開始迅速下滑....",21,29,12,7,63.15
"我對新媒體的營收，表示悲觀。",22,21,13,8,61.9
"我認為媒體應該要有自己的觀點，而非中立",23,17,19,12,61.29
"我覺得網路平台以及頻寬被掌控到大型企業手上，小資本的直播公司很難生存。",24,23,16,12,57.14
"我覺得如果政問失敗，台灣就失敗了。至少10年不會再起來。",25,18,12,15,44.44
"我從來沒弄懂過什麼是「傳統媒體」什麼是「新媒體」",26,12,10,19,34.48
"網路直播是什麼鬼東西，小孩子玩的不成氣候！",27,24,4,20,16.66
"除了FB直播之外，我沒看過其他直播內容",28,14,5,30,14.28
