comment_body,id,idx,n_agree,n_disagree,percentage
"我覺得租屋市場需要透明化，包含租屋行情實價登錄，租屋所得報稅",1,16,45,1,97.82
"我願意和單親家庭、未就業青年、三個小孩以上的家庭當鄰居。",2,8,77,3,96.25
"我覺得，應該要讓年輕人更加清楚他們將來要面臨的收入與房價比例之間相差懸殊的問題",3,12,67,4,94.36
"我覺得居住正義要解決，租的問題一定要解決，需盡速成立租賃專法",4,15,48,3,94.11
"我支持政府規劃社會住宅政策。
",5,3,77,5,93.9
"現在年輕人要買離都市近的房越來越難了.. 偏鄉的一方都要800-千萬時在有夠誇張， 聽說德國在居住方面做得不錯，希望有良心的官可以參考看看",6,26,15,1,93.75
"我願意和低收入戶、身心障礙者、65歲以上老人、原住民當鄰居。",7,4,69,5,93.24
"我覺得，老舊眷村應該有新的、長期的更新與改建計畫",8,11,63,5,92.64
"我覺得居住權益不代表需要擁有房屋",9,17,54,5,91.52
"前一陣子，最積極討論的就是：「居住是商品還是人權？」有點像之前柯文哲在談健保問題一樣，在決定該怎麼做之前，應該先釐清我們所討論的主體是什麼？我認為居住不應該是商品，因為那是生存的必需品。同樣以生存必須來看，如果今天飲水的權利或是呼吸的權利可以被買賣和炒作，我們仍然能這麼冷靜嗎？",10,18,42,5,89.36
"我住在都會區（六都）裡。",11,2,59,8,88.05
"我認為，現今社會最大問題就是最大獲利的企業是建商，政府也想拼命蓋房子。 我們的房子還不夠嗎？都是空屋。我們被拆掉的房子還不夠多嗎？都是人命。 應該要從根本上改革，不讓建商可以低利貸款，逼他們以合理價格售出房屋。 買賣炒房與持有土地者應該予以重稅，讓土地房屋不要成為資源最大集中處",12,19,35,5,87.5
"我覺得，高收入族群或企業主不應該放任他們貸款八九成買房子",13,9,57,10,85.07
"都市更新不該只是打掉重建！另外政府應該要有擔當保障原住戶住回的比例！",14,25,20,4,83.33
"都更速度過於緩慢，民眾的公民觀念仍要加強，法律仍沒辦法解決釘子戶問題",15,24,24,5,82.75
"公宅問題明年將不同？ 柯：是希望參選人表態: 台北市都發局長林洲民昨出席活動時透露，目前台北市公共住宅興建用地很難取得，但「明年就會有所不同」，外 http://t.co/u8USK2Ic6a",16,6,28,7,80
"我認為整個住宅戰略最重要的第一步，是非自用住宅稅率應與持有戶數等比增加，住宅非商宅不該是人民的投資項目。若以居住權換取租金利潤，則應與準旅館形式課與營業稅型態之稅則。",17,23,17,5,77.27
"我覺得，對於土地和居住問題，蔡英文應該要比別人更仔細地說清楚",18,10,45,14,76.27
"我覺得，台灣高房價很大的原因是，相對於其他國家，台灣人更喜歡買房甚於租房。",19,21,27,11,71.05
"我願意和離院青少年、暴力受害者、愛滋病患者、遊民及災民當鄰居。",20,5,47,21,69.11
"我認為，社會住宅現在數量太稀少，必須全部優先給弱勢族群，有多的再給其他人（如年輕人）",21,20,23,16,58.97
"2 萬戶公宅 1400 億元費用，台北都發局長林洲民可以搞定「錢」事嗎？ https://t.co/KOYupORrW5",22,7,21,16,56.75
"房價高是因為老房子一坪免費換一坪新房子造成抬高房價的錯誤觀念，房價高是因為國民薪資所得十幾年來沒變動。社會住宅不是政府虧錢就是租不起且消耗率高。是否產生與健保有相同破產問提。因此抱持極大的疑問。",23,22,14,12,53.84
"我向房客收取租金。",24,1,29,30,49.15
"我覺得，台灣人本來就應該要往四方流動，沒有一定要居住在市中心，更不必一定要住在台灣。日本韓國中國甚至東南亞的房價都便宜呀，何必一定要留台灣？",25,13,21,48,30.43
"我覺得許多年輕人的父母一輩都將留有房產，青年一代置產購屋的必要性已經大大降低",26,14,19,51,27.14
"房屋價格應該由市場機制決定。居住與土地原本就是競爭的，不是基本人權。",27,27,8,24,25
